Date,Catégorie,Canal de vente,Événement spécial,Mois,Année,Montant des ventes
2018-01-03,Mode,Boutiques physiques,1,1,2018,2772.0
2018-01-03,Mode,Ventes privées,1,1,2018,3482.2679999999996
2018-01-03,Mode,Grands Magasins,1,1,2018,6006.132
2018-01-03,Accessoires,Ventes en ligne,1,1,2018,3729.012
2018-01-03,Accessoires,Boutiques physiques,1,1,2018,1240.272
2018-01-03,Accessoires,Ventes privées,1,1,2018,2015.1
2018-01-03,Accessoires,Grands Magasins,1,1,2018,4919.712
2018-01-03,Parfums,Ventes en ligne,1,1,2018,4753.152
2018-01-03,Parfums,Boutiques physiques,1,1,2018,1941.7199999999998
2018-01-03,Parfums,Ventes privées,1,1,2018,5857.128
2018-01-03,Parfums,Grands Magasins,1,1,2018,5019.035999999999
2018-01-03,Joaillerie,Ventes en ligne,1,1,2018,6709.991999999999
2018-01-03,Joaillerie,Boutiques physiques,1,1,2018,7952.843999999999
2018-01-03,Joaillerie,Ventes privées,1,1,2018,4435.092
2018-01-03,Joaillerie,Grands Magasins,1,1,2018,3417.792
2018-01-03,Montres,Ventes en ligne,1,1,2018,4980.648
2018-01-03,Montres,Boutiques physiques,1,1,2018,1689.12
2018-01-03,Montres,Ventes privées,1,1,2018,7135.596
2018-01-03,Montres,Grands Magasins,1,1,2018,5874.756
2018-01-03,Maroquinerie,Ventes en ligne,1,1,2018,4395.156
2018-01-03,Maroquinerie,Boutiques physiques,1,1,2018,3294.228
2018-01-03,Maroquinerie,Ventes privées,1,1,2018,3017.9519999999998
2018-01-03,Maroquinerie,Grands Magasins,1,1,2018,4764.552
2018-01-04,Mode,Ventes en ligne,1,1,2018,5971.308
2018-01-04,Mode,Boutiques physiques,1,1,2018,6791.987999999999
2018-01-04,Mode,Ventes privées,1,1,2018,9106.764
2018-01-04,Mode,Grands Magasins,1,1,2018,8306.604
2018-01-04,Accessoires,Ventes en ligne,1,1,2018,2992.884
2018-01-04,Accessoires,Boutiques physiques,1,1,2018,5095.452
2018-01-04,Accessoires,Ventes privées,1,1,2018,7556.724
2018-01-04,Accessoires,Grands Magasins,1,1,2018,7116.936
2018-01-04,Parfums,Ventes en ligne,1,1,2018,5010.888
2018-01-04,Parfums,Boutiques physiques,1,1,2018,2903.4719999999998
2018-01-04,Parfums,Ventes privées,1,1,2018,3221.712
2018-01-04,Parfums,Grands Magasins,1,1,2018,3988.728
2018-01-04,Joaillerie,Ventes en ligne,1,1,2018,9309.012
2018-01-04,Joaillerie,Boutiques physiques,1,1,2018,8052.383999999999
2018-01-04,Joaillerie,Ventes privées,1,1,2018,11053.655999999999
2018-01-04,Joaillerie,Grands Magasins,1,1,2018,8372.148
2018-01-04,Montres,Ventes en ligne,1,1,2018,7429.1759999999995
2018-01-04,Montres,Boutiques physiques,1,1,2018,4252.523999999999
2018-01-04,Montres,Ventes privées,1,1,2018,3880.3679999999995
2018-01-04,Montres,Grands Magasins,1,1,2018,2743.308
2018-01-04,Maroquinerie,Ventes en ligne,1,1,2018,2396.6639999999998
2018-01-04,Maroquinerie,Boutiques physiques,1,1,2018,5892.168000000001
2018-01-04,Maroquinerie,Ventes privées,1,1,2018,5158.56
2018-01-04,Maroquinerie,Grands Magasins,1,1,2018,3805.7039999999997
2018-01-05,Mode,Ventes en ligne,1,1,2018,3443.46
2018-01-05,Mode,Boutiques physiques,1,1,2018,3019.608
2018-01-05,Mode,Ventes privées,1,1,2018,4216.763999999999
2018-01-05,Mode,Grands Magasins,1,1,2018,8469.192
2018-01-05,Accessoires,Ventes en ligne,1,1,2018,3660.372
2018-01-05,Accessoires,Boutiques physiques,1,1,2018,3838.404
2018-01-05,Accessoires,Ventes privées,1,1,2018,2656.968
2018-01-05,Accessoires,Grands Magasins,1,1,2018,4028.508
2018-01-05,Parfums,Ventes en ligne,1,1,2018,1810.3319999999999
2018-01-05,Parfums,Boutiques physiques,1,1,2018,2078.676
2018-01-05,Parfums,Ventes privées,1,1,2018,5751.768
2018-01-05,Parfums,Grands Magasins,1,1,2018,5609.544
2018-01-05,Joaillerie,Ventes en ligne,1,1,2018,9581.975999999999
2018-01-05,Joaillerie,Boutiques physiques,1,1,2018,6446.687999999999
2018-01-05,Joaillerie,Ventes privées,1,1,2018,2819.1479999999997
2018-01-05,Joaillerie,Grands Magasins,1,1,2018,8950.116
2018-01-05,Montres,Ventes en ligne,1,1,2018,1787.364
2018-01-05,Montres,Boutiques physiques,1,1,2018,7154.2919999999995
2018-01-05,Montres,Ventes privées,1,1,2018,7050.468
2018-01-05,Montres,Grands Magasins,1,1,2018,3634.128
2018-01-05,Maroquinerie,Ventes en ligne,1,1,2018,5278.596
2018-01-05,Maroquinerie,Boutiques physiques,1,1,2018,2159.268
2018-01-05,Maroquinerie,Ventes privées,1,1,2018,4983.972000000001
2018-01-05,Maroquinerie,Grands Magasins,1,1,2018,2510.28
2018-01-06,Mode,Ventes en ligne,1,1,2018,4797.132
2018-01-06,Mode,Boutiques physiques,1,1,2018,1457.4599999999998
2018-01-06,Mode,Ventes privées,1,1,2018,3167.7360000000003
2018-01-06,Mode,Grands Magasins,1,1,2018,1981.9439999999997
2018-01-06,Accessoires,Ventes en ligne,1,1,2018,6272.208
2018-01-06,Accessoires,Boutiques physiques,1,1,2018,2915.316
2018-01-06,Accessoires,Ventes privées,1,1,2018,2263.428
2018-01-06,Accessoires,Grands Magasins,1,1,2018,3107.1479999999997
2018-01-06,Parfums,Ventes en ligne,1,1,2018,3838.68
2018-01-06,Parfums,Boutiques physiques,1,1,2018,4241.136
2018-01-06,Parfums,Ventes privées,1,1,2018,5284.068
2018-01-06,Parfums,Grands Magasins,1,1,2018,3948.9959999999996
2018-01-06,Joaillerie,Ventes en ligne,1,1,2018,4211.268
2018-01-06,Joaillerie,Boutiques physiques,1,1,2018,3196.488
2018-01-06,Joaillerie,Ventes privées,1,1,2018,7166.496
2018-01-06,Joaillerie,Grands Magasins,1,1,2018,5332.56
2018-01-06,Montres,Ventes en ligne,1,1,2018,2467.872
2018-01-06,Montres,Boutiques physiques,1,1,2018,2673.5399999999995
2018-01-06,Montres,Ventes privées,1,1,2018,3581.5919999999996
2018-01-06,Montres,Grands Magasins,1,1,2018,7308.888
2018-01-06,Maroquinerie,Ventes en ligne,1,1,2018,4508.004
2018-01-06,Maroquinerie,Boutiques physiques,1,1,2018,5342.639999999999
2018-01-06,Maroquinerie,Ventes privées,1,1,2018,5608.464
2018-01-06,Maroquinerie,Grands Magasins,1,1,2018,6778.775999999999
2018-01-07,Mode,Ventes en ligne,1,1,2018,2568.5399999999995
2018-01-07,Mode,Boutiques physiques,1,1,2018,6695.447999999999
2018-01-07,Mode,Ventes privées,1,1,2018,5335.872
2018-01-07,Mode,Grands Magasins,1,1,2018,1937.3519999999999
2018-01-07,Accessoires,Ventes en ligne,1,1,2018,5194.308
2018-01-07,Accessoires,Boutiques physiques,1,1,2018,3605.328
2018-01-07,Accessoires,Ventes privées,1,1,2018,3043.2360000000003
2018-01-07,Accessoires,Grands Magasins,1,1,2018,2207.748
2018-01-07,Parfums,Ventes en ligne,1,1,2018,3840.66
2018-01-07,Parfums,Boutiques physiques,1,1,2018,3506.136
2018-01-07,Parfums,Ventes privées,1,1,2018,3425.424
2018-01-07,Parfums,Grands Magasins,1,1,2018,3909.732
2018-01-07,Joaillerie,Ventes en ligne,1,1,2018,7759.4039999999995
2018-01-07,Joaillerie,Boutiques physiques,1,1,2018,6486.264
2018-01-07,Joaillerie,Ventes privées,1,1,2018,4824.804
2018-01-07,Joaillerie,Grands Magasins,1,1,2018,4162.056
2018-01-07,Montres,Ventes en ligne,1,1,2018,1721.28
2018-01-07,Montres,Boutiques physiques,1,1,2018,5877.768
2018-01-07,Montres,Ventes privées,1,1,2018,4897.428
2018-01-07,Montres,Grands Magasins,1,1,2018,5334.275999999999
2018-01-07,Maroquinerie,Ventes en ligne,1,1,2018,5588.652
2018-01-07,Maroquinerie,Boutiques physiques,1,1,2018,6494.075999999999
2018-01-07,Maroquinerie,Ventes privées,1,1,2018,5890.692
2018-01-07,Maroquinerie,Grands Magasins,1,1,2018,7472.088
2018-01-08,Mode,Ventes en ligne,1,1,2018,5635.44
2018-01-08,Mode,Boutiques physiques,1,1,2018,3281.628
2018-01-08,Mode,Ventes privées,1,1,2018,5826.348
2018-01-08,Mode,Grands Magasins,1,1,2018,6554.388
2018-01-08,Accessoires,Ventes en ligne,1,1,2018,5849.4
2018-01-08,Accessoires,Boutiques physiques,1,1,2018,4989.54
2018-01-08,Accessoires,Ventes privées,1,1,2018,7631.808
2018-01-08,Accessoires,Grands Magasins,1,1,2018,1679.1719999999998
2018-01-08,Parfums,Ventes en ligne,1,1,2018,4131.599999999999
2018-01-08,Parfums,Boutiques physiques,1,1,2018,2372.808
2018-01-08,Parfums,Ventes privées,1,1,2018,5951.424
2018-01-08,Parfums,Grands Magasins,1,1,2018,1186.3799999999999
2018-01-08,Joaillerie,Ventes en ligne,1,1,2018,6686.639999999999
2018-01-08,Joaillerie,Boutiques physiques,1,1,2018,4202.556
2018-01-08,Joaillerie,Ventes privées,1,1,2018,11343.324
2018-01-08,Joaillerie,Grands Magasins,1,1,2018,8113.4039999999995
2018-01-08,Montres,Ventes en ligne,1,1,2018,7224.756
2018-01-08,Montres,Boutiques physiques,1,1,2018,5915.496
2018-01-08,Montres,Ventes privées,1,1,2018,2714.4719999999998
2018-01-08,Montres,Grands Magasins,1,1,2018,8025.683999999999
2018-01-08,Maroquinerie,Ventes en ligne,1,1,2018,6217.656
2018-01-08,Maroquinerie,Boutiques physiques,1,1,2018,3005.46
2018-01-08,Maroquinerie,Ventes privées,1,1,2018,2011.2599999999998
2018-01-08,Maroquinerie,Grands Magasins,1,1,2018,5541.048
2018-01-09,Mode,Ventes en ligne,1,1,2018,4609.643999999999
2018-01-09,Mode,Boutiques physiques,1,1,2018,3229.968
2018-01-09,Mode,Ventes privées,1,1,2018,6089.844
2018-01-09,Mode,Grands Magasins,1,1,2018,5482.92
2018-01-09,Accessoires,Ventes en ligne,1,1,2018,6256.668000000001
2018-01-09,Accessoires,Boutiques physiques,1,1,2018,2986.0679999999998
2018-01-09,Accessoires,Ventes privées,1,1,2018,6543.66
2018-01-09,Accessoires,Grands Magasins,1,1,2018,2314.5119999999997
2018-01-09,Parfums,Ventes en ligne,1,1,2018,3394.284
2018-01-09,Parfums,Boutiques physiques,1,1,2018,2870.256
2018-01-09,Parfums,Ventes privées,1,1,2018,5912.339999999999
2018-01-09,Parfums,Grands Magasins,1,1,2018,4003.584
2018-01-09,Joaillerie,Ventes en ligne,1,1,2018,8086.44
2018-01-09,Joaillerie,Boutiques physiques,1,1,2018,8779.032
2018-01-09,Joaillerie,Ventes privées,1,1,2018,3271.4399999999996
2018-01-09,Joaillerie,Grands Magasins,1,1,2018,10403.784
2018-01-09,Montres,Ventes en ligne,1,1,2018,3570.672
2018-01-09,Montres,Boutiques physiques,1,1,2018,1823.7479999999998
2018-01-09,Montres,Ventes privées,1,1,2018,7300.224
2018-01-09,Montres,Grands Magasins,1,1,2018,7451.508
2018-01-09,Maroquinerie,Ventes en ligne,1,1,2018,5874.348
2018-01-09,Maroquinerie,Boutiques physiques,1,1,2018,2586.852
2018-01-09,Maroquinerie,Ventes privées,1,1,2018,4832.687999999999
2018-01-09,Maroquinerie,Grands Magasins,1,1,2018,7637.436
2018-01-10,Mode,Ventes en ligne,1,1,2018,6932.304
2018-01-10,Mode,Boutiques physiques,1,1,2018,8196.0
2018-01-10,Mode,Ventes privées,1,1,2018,3917.196
2018-01-10,Mode,Grands Magasins,1,1,2018,10692.287999999999
2018-01-10,Accessoires,Ventes en ligne,1,1,2018,5848.727999999999
2018-01-10,Accessoires,Boutiques physiques,1,1,2018,4929.3240000000005
2018-01-10,Accessoires,Ventes privées,1,1,2018,9443.772
2018-01-10,Accessoires,Grands Magasins,1,1,2018,8062.799999999999
2018-01-10,Parfums,Ventes en ligne,1,1,2018,5912.0160000000005
2018-01-10,Parfums,Boutiques physiques,1,1,2018,6731.027999999999
2018-01-10,Parfums,Ventes privées,1,1,2018,7805.556
2018-01-10,Parfums,Grands Magasins,1,1,2018,2886.036
2018-01-10,Joaillerie,Ventes en ligne,1,1,2018,12873.875999999998
2018-01-10,Joaillerie,Boutiques physiques,1,1,2018,6071.52
2018-01-10,Joaillerie,Ventes privées,1,1,2018,14156.52
2018-01-10,Joaillerie,Grands Magasins,1,1,2018,3741.4919999999997
2018-01-10,Montres,Ventes en ligne,1,1,2018,5042.868
2018-01-10,Montres,Boutiques physiques,1,1,2018,7391.748
2018-01-10,Montres,Ventes privées,1,1,2018,11544.024
2018-01-10,Montres,Grands Magasins,1,1,2018,2994.684
2018-01-10,Maroquinerie,Ventes en ligne,1,1,2018,3191.196
2018-01-10,Maroquinerie,Boutiques physiques,1,1,2018,3855.156
2018-01-10,Maroquinerie,Ventes privées,1,1,2018,9037.608
2018-01-10,Maroquinerie,Grands Magasins,1,1,2018,2726.0159999999996
2018-01-11,Mode,Ventes en ligne,1,1,2018,11095.416
2018-01-11,Mode,Boutiques physiques,1,1,2018,7131.731999999999
2018-01-11,Mode,Ventes privées,1,1,2018,11566.992
2018-01-11,Mode,Grands Magasins,1,1,2018,7975.5
2018-01-11,Accessoires,Ventes en ligne,1,1,2018,9146.148
2018-01-11,Accessoires,Boutiques physiques,1,1,2018,8149.248
2018-01-11,Accessoires,Ventes privées,1,1,2018,8283.204
2018-01-11,Accessoires,Grands Magasins,1,1,2018,3874.3439999999996
2018-01-11,Parfums,Ventes en ligne,1,1,2018,3654.0719999999997
2018-01-11,Parfums,Boutiques physiques,1,1,2018,5478.612
2018-01-11,Parfums,Ventes privées,1,1,2018,6550.908
2018-01-11,Parfums,Grands Magasins,1,1,2018,6217.236
2018-01-11,Joaillerie,Ventes en ligne,1,1,2018,4761.336
2018-01-11,Joaillerie,Boutiques physiques,1,1,2018,13028.028
2018-01-11,Joaillerie,Ventes privées,1,1,2018,9456.576
2018-01-11,Joaillerie,Grands Magasins,1,1,2018,6650.004
2018-01-11,Montres,Ventes en ligne,1,1,2018,8485.956
2018-01-11,Montres,Boutiques physiques,1,1,2018,8739.48
2018-01-11,Montres,Ventes privées,1,1,2018,5011.883999999999
2018-01-11,Montres,Grands Magasins,1,1,2018,8027.868
2018-01-11,Maroquinerie,Ventes en ligne,1,1,2018,5884.56
2018-01-11,Maroquinerie,Boutiques physiques,1,1,2018,6901.727999999999
2018-01-11,Maroquinerie,Ventes privées,1,1,2018,12779.076
2018-01-11,Maroquinerie,Grands Magasins,1,1,2018,9765.936
2018-01-12,Mode,Ventes en ligne,1,1,2018,6935.592
2018-01-12,Mode,Boutiques physiques,1,1,2018,4546.104
2018-01-12,Mode,Ventes privées,1,1,2018,12613.416
2018-01-12,Mode,Grands Magasins,1,1,2018,7035.9839999999995
2018-01-12,Accessoires,Ventes en ligne,1,1,2018,5680.932
2018-01-12,Accessoires,Boutiques physiques,1,1,2018,6975.468
2018-01-12,Accessoires,Ventes privées,1,1,2018,6727.848
2018-01-12,Accessoires,Grands Magasins,1,1,2018,10195.091999999999
2018-01-12,Parfums,Ventes en ligne,1,1,2018,4884.456
2018-01-12,Parfums,Boutiques physiques,1,1,2018,3966.504
2018-01-12,Parfums,Ventes privées,1,1,2018,7510.379999999999
2018-01-12,Parfums,Grands Magasins,1,1,2018,6686.892
2018-01-12,Joaillerie,Ventes en ligne,1,1,2018,11102.928
2018-01-12,Joaillerie,Boutiques physiques,1,1,2018,12410.04
2018-01-12,Joaillerie,Ventes privées,1,1,2018,14864.099999999999
2018-01-12,Joaillerie,Grands Magasins,1,1,2018,7916.231999999999
2018-01-12,Montres,Ventes en ligne,1,1,2018,10049.279999999999
2018-01-12,Montres,Boutiques physiques,1,1,2018,3491.8199999999997
2018-01-12,Montres,Ventes privées,1,1,2018,6250.092
2018-01-12,Montres,Grands Magasins,1,1,2018,3938.4959999999996
2018-01-12,Maroquinerie,Ventes en ligne,1,1,2018,3796.9199999999996
2018-01-12,Maroquinerie,Boutiques physiques,1,1,2018,8990.928
2018-01-12,Maroquinerie,Ventes privées,1,1,2018,3214.644
2018-01-12,Maroquinerie,Grands Magasins,1,1,2018,7589.004
2018-01-13,Mode,Ventes en ligne,1,1,2018,5888.579999999999
2018-01-13,Mode,Boutiques physiques,1,1,2018,4599.528
2018-01-13,Mode,Ventes privées,1,1,2018,13959.9
2018-01-13,Mode,Grands Magasins,1,1,2018,12034.776
2018-01-13,Accessoires,Ventes en ligne,1,1,2018,7459.716
2018-01-13,Accessoires,Boutiques physiques,1,1,2018,3487.4159999999997
2018-01-13,Accessoires,Ventes privées,1,1,2018,9511.428
2018-01-13,Accessoires,Grands Magasins,1,1,2018,4735.308
2018-01-13,Parfums,Ventes en ligne,1,1,2018,6214.02
2018-01-13,Parfums,Boutiques physiques,1,1,2018,2116.752
2018-01-13,Parfums,Ventes privées,1,1,2018,5211.527999999999
2018-01-13,Parfums,Grands Magasins,1,1,2018,5129.556
2018-01-13,Joaillerie,Ventes en ligne,1,1,2018,4144.344
2018-01-13,Joaillerie,Boutiques physiques,1,1,2018,7288.812
2018-01-13,Joaillerie,Ventes privées,1,1,2018,8211.792
2018-01-13,Joaillerie,Grands Magasins,1,1,2018,11920.992
2018-01-13,Montres,Ventes en ligne,1,1,2018,10288.475999999999
2018-01-13,Montres,Boutiques physiques,1,1,2018,7785.3240000000005
2018-01-13,Montres,Ventes privées,1,1,2018,3992.1
2018-01-13,Montres,Grands Magasins,1,1,2018,11852.58
2018-01-13,Maroquinerie,Ventes en ligne,1,1,2018,10847.244
2018-01-13,Maroquinerie,Boutiques physiques,1,1,2018,3619.032
2018-01-13,Maroquinerie,Ventes privées,1,1,2018,2741.628
2018-01-13,Maroquinerie,Grands Magasins,1,1,2018,6709.86
2018-01-14,Mode,Ventes en ligne,1,1,2018,9336.948
2018-01-14,Mode,Boutiques physiques,1,1,2018,8475.48
2018-01-14,Mode,Ventes privées,1,1,2018,3746.3759999999997
2018-01-14,Mode,Grands Magasins,1,1,2018,2895.984
2018-01-14,Accessoires,Ventes en ligne,1,1,2018,7121.952
2018-01-14,Accessoires,Boutiques physiques,1,1,2018,2113.188
2018-01-14,Accessoires,Ventes privées,1,1,2018,8690.784
2018-01-14,Accessoires,Grands Magasins,1,1,2018,5872.308
2018-01-14,Parfums,Ventes en ligne,1,1,2018,4444.584
2018-01-14,Parfums,Boutiques physiques,1,1,2018,1640.652
2018-01-14,Parfums,Ventes privées,1,1,2018,3017.856
2018-01-14,Parfums,Grands Magasins,1,1,2018,7064.664
2018-01-14,Joaillerie,Ventes en ligne,1,1,2018,8665.176
2018-01-14,Joaillerie,Boutiques physiques,1,1,2018,8691.816
2018-01-14,Joaillerie,Ventes privées,1,1,2018,4429.295999999999
2018-01-14,Joaillerie,Grands Magasins,1,1,2018,9505.199999999999
2018-01-14,Montres,Ventes en ligne,1,1,2018,10362.756
2018-01-14,Montres,Boutiques physiques,1,1,2018,8836.787999999999
2018-01-14,Montres,Ventes privées,1,1,2018,9749.664
2018-01-14,Montres,Grands Magasins,1,1,2018,11305.764
2018-01-14,Maroquinerie,Ventes en ligne,1,1,2018,10028.483999999999
2018-01-14,Maroquinerie,Boutiques physiques,1,1,2018,3290.52
2018-01-14,Maroquinerie,Ventes privées,1,1,2018,12454.259999999998
2018-01-14,Maroquinerie,Grands Magasins,1,1,2018,3659.796
2018-01-15,Mode,Ventes en ligne,1,1,2018,7152.527999999999
2018-01-15,Mode,Boutiques physiques,1,1,2018,3554.748
2018-01-15,Mode,Ventes privées,1,1,2018,13558.08
2018-01-15,Mode,Grands Magasins,1,1,2018,9087.708
2018-01-15,Accessoires,Ventes en ligne,1,1,2018,3339.8759999999997
2018-01-15,Accessoires,Boutiques physiques,1,1,2018,6858.024
2018-01-15,Accessoires,Ventes privées,1,1,2018,10924.212
2018-01-15,Accessoires,Grands Magasins,1,1,2018,5776.272
2018-01-15,Parfums,Ventes en ligne,1,1,2018,4269.2519999999995
2018-01-15,Parfums,Boutiques physiques,1,1,2018,3679.4639999999995
2018-01-15,Parfums,Ventes privées,1,1,2018,7056.575999999999
2018-01-15,Parfums,Grands Magasins,1,1,2018,6264.552
2018-01-15,Joaillerie,Ventes en ligne,1,1,2018,13476.528
2018-01-15,Joaillerie,Boutiques physiques,1,1,2018,11407.56
2018-01-15,Joaillerie,Ventes privées,1,1,2018,11334.324
2018-01-15,Joaillerie,Grands Magasins,1,1,2018,12734.832
2018-01-15,Montres,Ventes en ligne,1,1,2018,4964.784
2018-01-15,Montres,Boutiques physiques,1,1,2018,10902.467999999999
2018-01-15,Montres,Ventes privées,1,1,2018,3738.924
2018-01-15,Montres,Grands Magasins,1,1,2018,6314.46
2018-01-15,Maroquinerie,Ventes en ligne,1,1,2018,9677.1
2018-01-15,Maroquinerie,Boutiques physiques,1,1,2018,5983.104
2018-01-15,Maroquinerie,Ventes privées,1,1,2018,9521.868
2018-01-15,Maroquinerie,Grands Magasins,1,1,2018,3726.96
2018-01-16,Mode,Ventes en ligne,1,1,2018,7675.056
2018-01-16,Mode,Boutiques physiques,1,1,2018,7333.008
2018-01-16,Mode,Ventes privées,1,1,2018,10790.532000000001
2018-01-16,Mode,Grands Magasins,1,1,2018,3985.6919999999996
2018-01-16,Accessoires,Ventes en ligne,1,1,2018,2042.316
2018-01-16,Accessoires,Boutiques physiques,1,1,2018,8548.824
2018-01-16,Accessoires,Ventes privées,1,1,2018,10610.171999999999
2018-01-16,Accessoires,Grands Magasins,1,1,2018,3591.6479999999997
2018-01-16,Parfums,Ventes en ligne,1,1,2018,6446.52
2018-01-16,Parfums,Boutiques physiques,1,1,2018,1808.904
2018-01-16,Parfums,Ventes privées,1,1,2018,7967.579999999999
2018-01-16,Parfums,Grands Magasins,1,1,2018,8233.836
2018-01-16,Joaillerie,Ventes en ligne,1,1,2018,14750.051999999998
2018-01-16,Joaillerie,Boutiques physiques,1,1,2018,9961.787999999999
2018-01-16,Joaillerie,Ventes privées,1,1,2018,9976.5
2018-01-16,Joaillerie,Grands Magasins,1,1,2018,11217.996
2018-01-16,Montres,Ventes en ligne,1,1,2018,9853.608
2018-01-16,Montres,Boutiques physiques,1,1,2018,2685.3959999999997
2018-01-16,Montres,Ventes privées,1,1,2018,12925.692
2018-01-16,Montres,Grands Magasins,1,1,2018,6131.22
2018-01-16,Maroquinerie,Ventes en ligne,1,1,2018,5211.612
2018-01-16,Maroquinerie,Boutiques physiques,1,1,2018,4285.139999999999
2018-01-16,Maroquinerie,Ventes privées,1,1,2018,5841.564
2018-01-16,Maroquinerie,Grands Magasins,1,1,2018,8072.147999999999
2018-01-17,Mode,Ventes en ligne,1,1,2018,5191.74
2018-01-17,Mode,Boutiques physiques,1,1,2018,10656.24
2018-01-17,Mode,Ventes privées,1,1,2018,9887.916
2018-01-17,Mode,Grands Magasins,1,1,2018,7763.927999999999
2018-01-17,Accessoires,Ventes en ligne,1,1,2018,5903.46
2018-01-17,Accessoires,Boutiques physiques,1,1,2018,1834.8839999999998
2018-01-17,Accessoires,Ventes privées,1,1,2018,8891.135999999999
2018-01-17,Accessoires,Grands Magasins,1,1,2018,6123.432
2018-01-17,Parfums,Ventes en ligne,1,1,2018,3315.948
2018-01-17,Parfums,Boutiques physiques,1,1,2018,7021.104
2018-01-17,Parfums,Ventes privées,1,1,2018,7099.74
2018-01-17,Parfums,Grands Magasins,1,1,2018,2628.828
2018-01-17,Joaillerie,Ventes en ligne,1,1,2018,12877.463999999998
2018-01-17,Joaillerie,Boutiques physiques,1,1,2018,11564.58
2018-01-17,Joaillerie,Ventes privées,1,1,2018,6394.883999999999
2018-01-17,Joaillerie,Grands Magasins,1,1,2018,10173.144
2018-01-17,Montres,Ventes en ligne,1,1,2018,5870.724
2018-01-17,Montres,Boutiques physiques,1,1,2018,4160.04
2018-01-17,Montres,Ventes privées,1,1,2018,6968.616
2018-01-17,Montres,Grands Magasins,1,1,2018,10910.771999999999
2018-01-17,Maroquinerie,Ventes en ligne,1,1,2018,5980.968
2018-01-17,Maroquinerie,Boutiques physiques,1,1,2018,5823.888
2018-01-17,Maroquinerie,Ventes privées,1,1,2018,10294.751999999999
2018-01-17,Maroquinerie,Grands Magasins,1,1,2018,3900.1679999999997
2018-01-18,Mode,Ventes en ligne,1,1,2018,8738.939999999999
