Date;Catégorie_Produit;Canal_Vente;Événement_Spécial;Mois;Année;Montant_Ventes
2018-01-06;Mode;Grands Magasins;0;1;2018;989
2018-01-06;Accessoires;En ligne;0;1;2018;1217
2018-01-06;Accessoires;Boutique Physique;0;1;2018;1402
2018-01-06;Accessoires;Ventes Privées;0;1;2018;1036
2018-01-06;Accessoires;Grands Magasins;0;1;2018;1085
2018-01-06;Parfums;En ligne;0;1;2018;1161
2018-01-06;Parfums;Boutique Physique;0;1;2018;1092
2018-01-06;Parfums;Ventes Privées;0;1;2018;972
2018-01-06;Parfums;Grands Magasins;0;1;2018;1158
2018-01-06;Joaillerie;En ligne;0;1;2018;1028
2018-01-06;Joaillerie;Boutique Physique;0;1;2018;1204
2018-01-06;Joaillerie;Ventes Privées;0;1;2018;1044
2018-01-06;Joaillerie;Grands Magasins;0;1;2018;1328
2018-01-06;Montres;En ligne;0;1;2018;1060
2018-01-06;Montres;Boutique Physique;0;1;2018;1113
2018-01-06;Montres;Ventes Privées;0;1;2018;1244
2018-01-06;Montres;Grands Magasins;0;1;2018;1008
2018-01-06;Maroquinerie;En ligne;0;1;2018;1176
2018-01-06;Maroquinerie;Boutique Physique;0;1;2018;1300
2018-01-06;Maroquinerie;Ventes Privées;0;1;2018;965
2018-01-06;Maroquinerie;Grands Magasins;0;1;2018;1171
2018-01-07;Mode;En ligne;0;1;2018;1180
2018-01-07;Mode;Boutique Physique;0;1;2018;1240
2018-01-07;Mode;Ventes Privées;0;1;2018;1008
2018-01-07;Mode;Grands Magasins;0;1;2018;998
2018-01-07;Accessoires;En ligne;0;1;2018;1210
2018-01-07;Accessoires;Boutique Physique;0;1;2018;1184
2018-01-07;Accessoires;Ventes Privées;0;1;2018;1179
2018-01-07;Accessoires;Grands Magasins;0;1;2018;1190
2018-01-07;Parfums;En ligne;0;1;2018;1072
2018-01-07;Parfums;Boutique Physique;0;1;2018;1177
2018-01-07;Parfums;Ventes Privées;0;1;2018;1184
2018-01-07;Parfums;Grands Magasins;0;1;2018;1068
2018-01-07;Joaillerie;En ligne;0;1;2018;1365
2018-01-07;Joaillerie;Boutique Physique;0;1;2018;1204
2018-01-07;Joaillerie;Ventes Privées;0;1;2018;1013
2018-01-07;Joaillerie;Grands Magasins;0;1;2018;1226
2018-01-07;Montres;En ligne;0;1;2018;1038
2018-01-07;Montres;Boutique Physique;0;1;2018;1241
2018-01-07;Montres;Ventes Privées;0;1;2018;1283
2018-01-07;Montres;Grands Magasins;0;1;2018;1056
2018-01-07;Maroquinerie;En ligne;0;1;2018;1261
2018-01-07;Maroquinerie;Boutique Physique;0;1;2018;1197
2018-01-07;Maroquinerie;Ventes Privées;0;1;2018;1245
2018-01-07;Maroquinerie;Grands Magasins;0;1;2018;1368
2018-01-08;Mode;En ligne;0;1;2018;1122
2018-01-08;Mode;Boutique Physique;0;1;2018;1063
2018-01-08;Mode;Ventes Privées;0;1;2018;1048
2018-01-08;Mode;Grands Magasins;0;1;2018;1056
2018-01-08;Accessoires;En ligne;0;1;2018;1141
2018-01-08;Accessoires;Boutique Physique;0;1;2018;1189
2018-01-08;Accessoires;Ventes Privées;0;1;2018;1182
2018-01-08;Accessoires;Grands Magasins;0;1;2018;1245
2018-01-08;Parfums;En ligne;0;1;2018;1151
2018-01-08;Parfums;Boutique Physique;0;1;2018;1317
2018-01-08;Parfums;Ventes Privées;0;1;2018;1120
2018-01-08;Parfums;Grands Magasins;0;1;2018;1463
2018-01-08;Joaillerie;En ligne;0;1;2018;1222
2018-01-08;Joaillerie;Boutique Physique;0;1;2018;1051
2018-01-08;Joaillerie;Ventes Privées;0;1;2018;1027
2018-01-08;Joaillerie;Grands Magasins;0;1;2018;1205
2018-01-08;Montres;En ligne;0;1;2018;1124
2018-01-08;Montres;Boutique Physique;0;1;2018;1232
2018-01-08;Montres;Ventes Privées;0;1;2018;1204
2018-01-08;Montres;Grands Magasins;0;1;2018;1142
2018-01-08;Maroquinerie;En ligne;0;1;2018;1053
2018-01-08;Maroquinerie;Boutique Physique;0;1;2018;976
2018-01-08;Maroquinerie;Ventes Privées;0;1;2018;1099
2018-01-08;Maroquinerie;Grands Magasins;0;1;2018;1248
2018-01-09;Mode;En ligne;0;1;2018;1175
2018-01-09;Mode;Boutique Physique;0;1;2018;1007
2018-01-09;Mode;Ventes Privées;0;1;2018;1170
2018-01-09;Mode;Grands Magasins;0;1;2018;1194
2018-01-09;Accessoires;En ligne;0;1;2018;1048
2018-01-09;Accessoires;Boutique Physique;0;1;2018;1168
2018-01-09;Accessoires;Ventes Privées;0;1;2018;1157
2018-01-09;Accessoires;Grands Magasins;0;1;2018;1019
2018-01-09;Parfums;En ligne;0;1;2018;1191
2018-01-09;Parfums;Boutique Physique;0;1;2018;1214
2018-01-09;Parfums;Ventes Privées;0;1;2018;1275
2018-01-09;Parfums;Grands Magasins;0;1;2018;1271
2018-01-09;Joaillerie;En ligne;0;1;2018;992
2018-01-09;Joaillerie;Boutique Physique;0;1;2018;1042
2018-01-09;Joaillerie;Ventes Privées;0;1;2018;1209
2018-01-09;Joaillerie;Grands Magasins;0;1;2018;1209
2018-01-09;Montres;En ligne;0;1;2018;1209
2018-01-09;Montres;Boutique Physique;0;1;2018;1593
2018-01-09;Montres;Ventes Privées;0;1;2018;1216
2018-01-09;Montres;Grands Magasins;0;1;2018;1281
2018-01-09;Maroquinerie;En ligne;0;1;2018;1260
2018-01-09;Maroquinerie;Boutique Physique;0;1;2018;1225
2018-01-09;Maroquinerie;Ventes Privées;0;1;2018;1114
2018-01-09;Maroquinerie;Grands Magasins;0;1;2018;1237
2018-01-10;Mode;En ligne;1;1;2018;1379
2018-01-10;Mode;Boutique Physique;1;1;2018;1460
2018-01-10;Mode;Ventes Privées;1;1;2018;1422
2018-01-10;Mode;Grands Magasins;1;1;2018;1507
2018-01-10;Accessoires;En ligne;1;1;2018;1841
2018-01-10;Accessoires;Boutique Physique;1;1;2018;1216
2018-01-10;Accessoires;Ventes Privées;1;1;2018;1598
2018-01-10;Accessoires;Grands Magasins;1;1;2018;1254
2018-01-10;Parfums;En ligne;1;1;2018;1424
2018-01-10;Parfums;Boutique Physique;1;1;2018;1658
2018-01-10;Parfums;Ventes Privées;1;1;2018;1505
2018-01-10;Parfums;Grands Magasins;1;1;2018;1334
2018-01-10;Joaillerie;En ligne;1;1;2018;1388
2018-01-10;Joaillerie;Boutique Physique;1;1;2018;1597
2018-01-10;Joaillerie;Ventes Privées;1;1;2018;1386
2018-01-10;Joaillerie;Grands Magasins;1;1;2018;1527
2018-01-10;Montres;En ligne;1;1;2018;1502
2018-01-10;Montres;Boutique Physique;1;1;2018;1398
2018-01-10;Montres;Ventes Privées;1;1;2018;1816
2018-01-10;Montres;Grands Magasins;1;1;2018;1590
2018-01-10;Maroquinerie;En ligne;1;1;2018;1192
2018-01-10;Maroquinerie;Boutique Physique;1;1;2018;1523
2018-01-10;Maroquinerie;Ventes Privées;1;1;2018;1396
2018-01-10;Maroquinerie;Grands Magasins;1;1;2018;1622
2018-01-11;Mode;En ligne;1;1;2018;1377
2018-01-11;Mode;Boutique Physique;1;1;2018;1478
2018-01-11;Mode;Ventes Privées;1;1;2018;1570
2018-01-11;Mode;Grands Magasins;1;1;2018;1624
2018-01-11;Accessoires;En ligne;1;1;2018;1316
2018-01-11;Accessoires;Boutique Physique;1;1;2018;1445
2018-01-11;Accessoires;Ventes Privées;1;1;2018;1424
2018-01-11;Accessoires;Grands Magasins;1;1;2018;1397
2018-01-11;Parfums;En ligne;1;1;2018;1759
2018-01-11;Parfums;Boutique Physique;1;1;2018;1556
2018-01-11;Parfums;Ventes Privées;1;1;2018;1306
2018-01-11;Parfums;Grands Magasins;1;1;2018;1632
2018-01-11;Joaillerie;En ligne;1;1;2018;1812
2018-01-11;Joaillerie;Boutique Physique;1;1;2018;1649
2018-01-11;Joaillerie;Ventes Privées;1;1;2018;1268
2018-01-11;Joaillerie;Grands Magasins;1;1;2018;1423
2018-01-11;Montres;En ligne;1;1;2018;1684
2018-01-11;Montres;Boutique Physique;1;1;2018;1389
2018-01-11;Montres;Ventes Privées;1;1;2018;1561
2018-01-11;Montres;Grands Magasins;1;1;2018;1611
2018-01-11;Maroquinerie;En ligne;1;1;2018;1356
2018-01-11;Maroquinerie;Boutique Physique;1;1;2018;1486
2018-01-11;Maroquinerie;Ventes Privées;1;1;2018;1010
2018-01-11;Maroquinerie;Grands Magasins;1;1;2018;1342
2018-01-12;Mode;En ligne;1;1;2018;1457
2018-01-12;Mode;Boutique Physique;1;1;2018;1308
2018-01-12;Mode;Ventes Privées;1;1;2018;1739
2018-01-12;Mode;Grands Magasins;1;1;2018;1281
2018-01-12;Accessoires;En ligne;1;1;2018;1429
2018-01-12;Accessoires;Boutique Physique;1;1;2018;1515
2018-01-12;Accessoires;Ventes Privées;1;1;2018;1710
2018-01-12;Accessoires;Grands Magasins;1;1;2018;1280
2018-01-12;Parfums;En ligne;1;1;2018;1669
2018-01-12;Parfums;Boutique Physique;1;1;2018;1497
2018-01-12;Parfums;Ventes Privées;1;1;2018;1348
2018-01-12;Parfums;Grands Magasins;1;1;2018;1564
2018-01-12;Joaillerie;En ligne;1;1;2018;1525
2018-01-12;Joaillerie;Boutique Physique;1;1;2018;1405
2018-01-12;Joaillerie;Ventes Privées;1;1;2018;1505
2018-01-12;Joaillerie;Grands Magasins;1;1;2018;1437
2018-01-12;Montres;En ligne;1;1;2018;1512
2018-01-12;Montres;Boutique Physique;1;1;2018;1594
2018-01-12;Montres;Ventes Privées;1;1;2018;1732
2018-01-12;Montres;Grands Magasins;1;1;2018;1310
2018-01-12;Maroquinerie;En ligne;1;1;2018;1814
2018-01-12;Maroquinerie;Boutique Physique;1;1;2018;1203
2018-01-12;Maroquinerie;Ventes Privées;1;1;2018;1472
2018-01-12;Maroquinerie;Grands Magasins;1;1;2018;1583
2018-01-13;Mode;En ligne;1;1;2018;1537
2018-01-13;Mode;Boutique Physique;1;1;2018;1402
2018-01-13;Mode;Ventes Privées;1;1;2018;1464
2018-01-13;Mode;Grands Magasins;1;1;2018;1421
2018-01-13;Accessoires;En ligne;1;1;2018;1407
2018-01-13;Accessoires;Boutique Physique;1;1;2018;1622
2018-01-13;Accessoires;Ventes Privées;1;1;2018;1548
2018-01-13;Accessoires;Grands Magasins;1;1;2018;1391
2018-01-13;Parfums;En ligne;1;1;2018;1629
2018-01-13;Parfums;Boutique Physique;1;1;2018;1541
2018-01-13;Parfums;Ventes Privées;1;1;2018;1617
2018-01-13;Parfums;Grands Magasins;1;1;2018;1589
2018-01-13;Joaillerie;En ligne;1;1;2018;1371
2018-01-13;Joaillerie;Boutique Physique;1;1;2018;1411
2018-01-13;Joaillerie;Ventes Privées;1;1;2018;1607
2018-01-13;Joaillerie;Grands Magasins;1;1;2018;1586
2018-01-13;Montres;En ligne;1;1;2018;1492
2018-01-13;Montres;Boutique Physique;1;1;2018;1513
2018-01-13;Montres;Ventes Privées;1;1;2018;1686
2018-01-13;Montres;Grands Magasins;1;1;2018;1407
2018-01-13;Maroquinerie;En ligne;1;1;2018;1577
2018-01-13;Maroquinerie;Boutique Physique;1;1;2018;1465
2018-01-13;Maroquinerie;Ventes Privées;1;1;2018;1462
2018-01-13;Maroquinerie;Grands Magasins;1;1;2018;1659
2018-01-14;Mode;En ligne;1;1;2018;1618
2018-01-14;Mode;Boutique Physique;1;1;2018;1617
2018-01-14;Mode;Ventes Privées;1;1;2018;1690
2018-01-14;Mode;Grands Magasins;1;1;2018;1498
2018-01-14;Accessoires;En ligne;1;1;2018;1597
2018-01-14;Accessoires;Boutique Physique;1;1;2018;1449
2018-01-14;Accessoires;Ventes Privées;1;1;2018;1543
2018-01-14;Accessoires;Grands Magasins;1;1;2018;1476
2018-01-14;Parfums;En ligne;1;1;2018;1510
2018-01-14;Parfums;Boutique Physique;1;1;2018;1584
2018-01-14;Parfums;Ventes Privées;1;1;2018;1373
2018-01-14;Parfums;Grands Magasins;1;1;2018;1808
2018-01-14;Joaillerie;En ligne;1;1;2018;1345
2018-01-14;Joaillerie;Boutique Physique;1;1;2018;1313
2018-01-14;Joaillerie;Ventes Privées;1;1;2018;1668
2018-01-14;Joaillerie;Grands Magasins;1;1;2018;1613
2018-01-14;Montres;En ligne;1;1;2018;1588
2018-01-14;Montres;Boutique Physique;1;1;2018;1589
2018-01-14;Montres;Ventes Privées;1;1;2018;1493
2018-01-14;Montres;Grands Magasins;1;1;2018;1361
2018-01-14;Maroquinerie;En ligne;1;1;2018;1506
2018-01-14;Maroquinerie;Boutique Physique;1;1;2018;1394
2018-01-14;Maroquinerie;Ventes Privées;1;1;2018;1641
2018-01-14;Maroquinerie;Grands Magasins;1;1;2018;1473
2018-01-15;Mode;En ligne;1;1;2018;1372
2018-01-15;Mode;Boutique Physique;1;1;2018;1447
2018-01-15;Mode;Ventes Privées;1;1;2018;1557
2018-01-15;Mode;Grands Magasins;1;1;2018;1411
2018-01-15;Accessoires;En ligne;1;1;2018;1372
2018-01-15;Accessoires;Boutique Physique;1;1;2018;1531
2018-01-15;Accessoires;Ventes Privées;1;1;2018;1532
2018-01-15;Accessoires;Grands Magasins;1;1;2018;1419
2018-01-15;Parfums;En ligne;1;1;2018;1425
2018-01-15;Parfums;Boutique Physique;1;1;2018;1530
2018-01-15;Parfums;Ventes Privées;1;1;2018;1279
2018-01-15;Parfums;Grands Magasins;1;1;2018;1285
2018-01-15;Joaillerie;En ligne;1;1;2018;1388
2018-01-15;Joaillerie;Boutique Physique;1;1;2018;1463
2018-01-15;Joaillerie;Ventes Privées;1;1;2018;1541
2018-01-15;Joaillerie;Grands Magasins;1;1;2018;1716
2018-01-15;Montres;En ligne;1;1;2018;1623
2018-01-15;Montres;Boutique Physique;1;1;2018;1471
2018-01-15;Montres;Ventes Privées;1;1;2018;1492
2018-01-15;Montres;Grands Magasins;1;1;2018;1345
2018-01-15;Maroquinerie;En ligne;1;1;2018;1492
2018-01-15;Maroquinerie;Boutique Physique;1;1;2018;1452
2018-01-15;Maroquinerie;Ventes Privées;1;1;2018;1543
2018-01-15;Maroquinerie;Grands Magasins;1;1;2018;1371
2018-01-16;Mode;En ligne;1;1;2018;1573
2018-01-16;Mode;Boutique Physique;1;1;2018;1724
2018-01-16;Mode;Ventes Privées;1;1;2018;1479
2018-01-16;Mode;Grands Magasins;1;1;2018;1555
2018-01-16;Accessoires;En ligne;1;1;2018;1598
2018-01-16;Accessoires;Boutique Physique;1;1;2018;1435
2018-01-16;Accessoires;Ventes Privées;1;1;2018;1529
2018-01-16;Accessoires;Grands Magasins;1;1;2018;1497
2018-01-16;Parfums;En ligne;1;1;2018;1510
2018-01-16;Parfums;Boutique Physique;1;1;2018;1379
2018-01-16;Parfums;Ventes Privées;1;1;2018;1499
2018-01-16;Parfums;Grands Magasins;1;1;2018;1569
2018-01-16;Joaillerie;En ligne;1;1;2018;1712
2018-01-16;Joaillerie;Boutique Physique;1;1;2018;1638
2018-01-16;Joaillerie;Ventes Privées;1;1;2018;1817
2018-01-16;Joaillerie;Grands Magasins;1;1;2018;1380
2018-01-16;Montres;En ligne;1;1;2018;1625
2018-01-16;Montres;Boutique Physique;1;1;2018;1522
2018-01-16;Montres;Ventes Privées;1;1;2018;1822
2018-01-16;Montres;Grands Magasins;1;1;2018;1374
2018-01-16;Maroquinerie;En ligne;1;1;2018;1369
2018-01-16;Maroquinerie;Boutique Physique;1;1;2018;1405
2018-01-16;Maroquinerie;Ventes Privées;1;1;2018;1177
2018-01-16;Maroquinerie;Grands Magasins;1;1;2018;1416
2018-01-17;Mode;En ligne;1;1;2018;1382
2018-01-17;Mode;Boutique Physique;1;1;2018;1517
2018-01-17;Mode;Ventes Privées;1;1;2018;1546
2018-01-17;Mode;Grands Magasins;1;1;2018;1775
2018-01-17;Accessoires;En ligne;1;1;2018;1637
2018-01-17;Accessoires;Boutique Physique;1;1;2018;1409
2018-01-17;Accessoires;Ventes Privées;1;1;2018;1361
2018-01-17;Accessoires;Grands Magasins;1;1;2018;1569
2018-01-17;Parfums;En ligne;1;1;2018;1298
2018-01-17;Parfums;Boutique Physique;1;1;2018;1769
2018-01-17;Parfums;Ventes Privées;1;1;2018;1671
2018-01-17;Parfums;Grands Magasins;1;1;2018;1425
2018-01-17;Joaillerie;En ligne;1;1;2018;1239
2018-01-17;Joaillerie;Boutique Physique;1;1;2018;1697
2018-01-17;Joaillerie;Ventes Privées;1;1;2018;1478
2018-01-17;Joaillerie;Grands Magasins;1;1;2018;1680
2018-01-17;Montres;En ligne;1;1;2018;1257
2018-01-17;Montres;Boutique Physique;1;1;2018;1405
2018-01-17;Montres;Ventes Privées;1;1;2018;1496
2018-01-17;Montres;Grands Magasins;1;1;2018;1502
2018-01-17;Maroquinerie;En ligne;1;1;2018;1428
2018-01-17;Maroquinerie;Boutique Physique;1;1;2018;1588
2018-01-17;Maroquinerie;Ventes Privées;1;1;2018;1335
2018-01-17;Maroquinerie;Grands Magasins;1;1;2018;1474
2018-01-18;Mode;En ligne;1;1;2018;1513
2018-01-18;Mode;Boutique Physique;1;1;2018;1572
2018-01-18;Mode;Ventes Privées;1;1;2018;1601
2018-01-18;Mode;Grands Magasins;1;1;2018;1327
2018-01-18;Accessoires;En ligne;1;1;2018;1266
2018-01-18;Accessoires;Boutique Physique;1;1;2018;1686
2018-01-18;Accessoires;Ventes Privées;1;1;2018;1545
2018-01-18;Accessoires;Grands Magasins;1;1;2018;1383
2018-01-18;Parfums;En ligne;1;1;2018;1727
2018-01-18;Parfums;Boutique Physique;1;1;2018;1512
2018-01-18;Parfums;Ventes Privées;1;1;2018;1671
2018-01-18;Parfums;Grands Magasins;1;1;2018;1505
2018-01-18;Joaillerie;En ligne;1;1;2018;1803
2018-01-18;Joaillerie;Boutique Physique;1;1;2018;1757
2018-01-18;Joaillerie;Ventes Privées;1;1;2018;1458
2018-01-18;Joaillerie;Grands Magasins;1;1;2018;1640
2018-01-18;Montres;En ligne;1;1;2018;1591
2018-01-18;Montres;Boutique Physique;1;1;2018;1700
2018-01-18;Montres;Ventes Privées;1;1;2018;1351
2018-01-18;Montres;Grands Magasins;1;1;2018;1598
2018-01-18;Maroquinerie;En ligne;1;1;2018;1653
2018-01-18;Maroquinerie;Boutique Physique;1;1;2018;1232
2018-01-18;Maroquinerie;Ventes Privées;1;1;2018;1318
2018-01-18;Maroquinerie;Grands Magasins;1;1;2018;1190
2018-01-19;Mode;En ligne;1;1;2018;1455
2018-01-19;Mode;Boutique Physique;1;1;2018;1602
2018-01-19;Mode;Ventes Privées;1;1;2018;1720
2018-01-19;Mode;Grands Magasins;1;1;2018;1506
2018-01-19;Accessoires;En ligne;1;1;2018;1738
2018-01-19;Accessoires;Boutique Physique;1;1;2018;1289
2018-01-19;Accessoires;Ventes Privées;1;1;2018;1240
2018-01-19;Accessoires;Grands Magasins;1;1;2018;1487
2018-01-19;Parfums;En ligne;1;1;2018;1552
2018-01-19;Parfums;Boutique Physique;1;1;2018;1490
2018-01-19;Parfums;Ventes Privées;1;1;2018;1186
2018-01-19;Parfums;Grands Magasins;1;1;2018;1482
2018-01-19;Joaillerie;En ligne;1;1;2018;1300
2018-01-19;Joaillerie;Boutique Physique;1;1;2018;1595
2018-01-19;Joaillerie;Ventes Privées;1;1;2018;1550
2018-01-19;Joaillerie;Grands Magasins;1;1;2018;1354
2018-01-19;Montres;En ligne;1;1;2018;1418
2018-01-19;Montres;Boutique Physique;1;1;2018;1337
2018-01-19;Montres;Ventes Privées;1;1;2018;1486
2018-01-19;Montres;Grands Magasins;1;1;2018;1638
2018-01-19;Maroquinerie;En ligne;1;1;2018;1348
2018-01-19;Maroquinerie;Boutique Physique;1;1;2018;1570
2018-01-19;Maroquinerie;Ventes Privées;1;1;2018;1416
2018-01-19;Maroquinerie;Grands Magasins;1;1;2018;1376
2018-01-20;Mode;En ligne;1;1;2018;1479
2018-01-20;Mode;Boutique Physique;1;1;2018;1340
2018-01-20;Mode;Ventes Privées;1;1;2018;1412
2018-01-20;Mode;Grands Magasins;1;1;2018;1316
2018-01-20;Accessoires;En ligne;1;1;2018;1789
2018-01-20;Accessoires;Boutique Physique;1;1;2018;1500
2018-01-20;Accessoires;Ventes Privées;1;1;2018;1390
2018-01-20;Accessoires;Grands Magasins;1;1;2018;1527
2018-01-20;Parfums;En ligne;1;1;2018;1478
